suffix,reputation,popularity,level,branches,leaves,cnt,cntPos,cntNeg,isPSL,features
no.tranoy,0,0,2,0,0,1,0,0,1,"no.tranoy: no.tran,oy"
no.xn--hobl-ira,0,0,2,0,0,1,0,0,1,"no.hobøl: no.hob,ø,l #IDN"
no.rl,0,0.0308,2,1,1,4,0,0,1,"no.rl: no.rl"
no.rl.gs,0,0.0147,3,0,0,2,0,0,1,"no.rl.gs: no.rl.gs"
no.skanit,0,0.0128,2,0,0,2,0,0,1,"no.skanit: no.skan,it"
no.fedje,0,0.0155,2,0,0,2,0,0,1,"no.fedje: no.fed,je"
no.sf,0,0.0173,2,1,1,3,0,0,1,"no.sf: no.sf"
no.sf.gs,0,0,3,0,0,1,0,0,1,"no.sf.gs: no.sf.gs"
no.sor-varanger,0,0,2,0,0,1,0,0,1,"no.sor-varanger: no.sor,-,vara,nge,r"
no.st,0,0.0287,2,1,1,4,0,0,1,"no.st: no.st"
no.st.gs,0,0.0147,3,0,0,2,0,0,1,"no.st.gs: no.st.gs"
no.guovdageaidnu,0,0.0147,2,0,0,2,0,0,1,"no.guovdageaidnu: no.guo,vda,gea,idn,u"
no.granvin,0,0.0147,2,0,0,2,0,0,1,"no.granvin: no.gran,vin"
no.tm,0,0.0287,2,1,1,4,0,0,1,"no.tm: no.tm"
no.tm.gs,0,0.0147,3,0,0,2,0,0,1,"no.tm.gs: no.tm.gs"
no.tr,0,0.0291,2,1,1,4,0,0,1,"no.tr: no.tr"
no.tr.gs,0,0.0134,3,0,0,2,0,0,1,"no.tr.gs: no.tr.gs"
no.kristiansand,0,0.0154,2,0,0,2,0,0,1,"no.kristiansand: no.kristi,ansa,nd"
no.xn--aurskog-hland-jnb,0,0,2,0,0,1,0,0,1,"no.aurskog-høland: no.aur,skog,-,h,ø,land #IDN"
no.xn--tjme-hra,0,0,2,0,0,1,0,0,1,"no.tjøme: no.tj,ø,me #IDN"
no.frosta,0,0.0147,2,0,0,2,0,0,1,"no.frosta: no.frost,a"
no.xn--karmy-yua,0,0.0126,2,0,0,2,0,0,1,"no.karmøy: no.kar,m,ø,y #IDN"
no.va,0,0.0308,2,1,1,4,0,0,1,"no.va: no.va"
no.va.gs,0,0.0147,3,0,0,2,0,0,1,"no.va.gs: no.va.gs"
no.vf,0,0.0274,2,1,1,4,0,0,1,"no.vf: no.vf"
no.vf.gs,0,0.0134,3,0,0,2,0,0,1,"no.vf.gs: no.vf.gs"
no.aurskog-holand,0,0.015,2,0,0,2,0,0,1,"no.aurskog-holand: no.aur,skog,-,hola,nd"
no.xn--blt-elab,0,0,2,0,0,1,0,0,1,"no.bálát: no.b,á,l,á,t #IDN"
no.gjerstad,0,0.0147,2,0,0,2,0,0,1,"no.gjerstad: no.gje,rsta,d"
no.lier,0,0,2,0,0,1,0,0,1,"no.lier: no.lier"
no.forde,0,0.0166,2,0,0,2,0,0,1,"no.forde: no.ford,e"
no.jessheim,0,0.0145,2,0,0,2,0,0,1,"no.jessheim: no.jess,heim"
no.svelvik,0,0.0128,2,0,0,2,0,0,1,"no.svelvik: no.sve,lvi,k"
no.xn--bjarky-fya,0,0,2,0,0,1,0,0,1,"no.bjarkøy: no.bja,rk,ø,y #IDN"
no.xn--eveni-0qa01ga,0,0,2,0,0,1,0,0,1,"no.evenášši: no.even,ášš,i #IDN"
no.smola,0,0.0128,2,0,0,2,0,0,1,"no.smola: no.smola"
no.hadsel,0,0.0134,2,0,0,2,0,0,1,"no.hadsel: no.had,sel"
no.fylkesbibl,0,0.0163,2,0,0,2,0,0,1,"no.fylkesbibl: no.fylkes,bibl"
no.xn--slt-elab,0,0,2,0,0,1,0,0,1,"no.sálát: no.s,á,l,á,t #IDN"
no.vestnes,0,0.0139,2,0,0,2,0,0,1,"no.vestnes: no.vest,nes"
no.skierva,0,0.0128,2,0,0,2,0,0,1,"no.skierva: no.skier,va"
no.orkanger,0,0.013,2,0,0,2,0,0,1,"no.orkanger: no.orka,nge,r"
no.hapmir,0,0.0134,2,0,0,2,0,0,1,"no.hapmir: no.hap,mir"
no.skiptvet,0,0.0128,2,0,0,2,0,0,1,"no.skiptvet: no.skip,tvet"
no.porsanger,0,0.0152,2,0,0,2,0,0,1,"no.porsanger: no.pors,anger"
no.xn--langevg-jxa,0,0,2,0,0,1,0,0,1,"no.langevåg: no.lang,ev,å,g #IDN"
no.nesoddtangen,0,0,2,0,0,1,0,0,1,"no.nesoddtangen: no.neso,ddt,ange,n"
no.flekkefjord,0,0.0135,2,0,0,2,0,0,1,"no.flekkefjord: no.fle,kke,fjord"
no.jevnaker,0,0.0145,2,0,0,2,0,0,1,"no.jevnaker: no.jev,nake,r"
no.evje-og-hornnes,0,0.0135,2,0,0,2,0,0,1,"no.evje-og-hornnes: no.ev,je,-,og,-,horn,nes"
no.siljan,0,0.0141,2,0,0,2,0,0,1,"no.siljan: no.silj,an"
no.beardu,0,0.0137,2,0,0,2,0,0,1,"no.beardu: no.beard,u"
no.leikanger,0,0.0144,2,0,0,2,0,0,1,"no.leikanger: no.lei,kang,er"
no.budejju,0,0.0149,2,0,0,2,0,0,1,"no.budejju: no.bude,jju"
no.lenvik,0,0.0132,2,0,0,2,0,0,1,"no.lenvik: no.len,vik"
no.xn--hyanger-q1a,0,0,2,0,0,1,0,0,1,"no.høyanger: no.h,ø,yange,r #IDN"
no.xn--mely-ira,0,0,2,0,0,1,0,0,1,"no.meløy: no.mel,ø,y #IDN"
no.skien,0,0.0157,2,0,0,2,0,0,1,"no.skien: no.ski,en"
no.lyngen,0,0.0144,2,0,0,2,0,0,1,"no.lyngen: no.lynge,n"
no.xn--lesund-hua,0,0,2,0,0,1,0,0,1,"no.ålesund: no.å,les,und #IDN"
no.mjondalen,0,0,2,0,0,1,0,0,1,"no.mjondalen: no.mj,onda,len"
no.fauske,0,0.0135,2,0,0,2,0,0,1,"no.fauske: no.faus,ke"
no.tromsa,0,0.014,2,0,0,2,0,0,1,"no.tromsa: no.trom,sa"
no.tromso,0,0.0127,2,0,0,2,0,0,1,"no.tromso: no.trom,so"
no.hammerfest,0,0.0134,2,0,0,2,0,0,1,"no.hammerfest: no.hammer,fest"
no.xn--mjndalen-64a,0,0,2,0,0,1,0,0,1,"no.mjøndalen: no.mj,ø,ndal,en #IDN"
no.xn--l-1fa,0,0,2,0,0,1,0,0,1,"no.ål: no.å,l #IDN"
no.grong,0,0.0147,2,0,0,2,0,0,1,"no.grong: no.grong"
no.gol,0,0.0135,2,0,0,2,0,0,1,"no.gol: no.gol"
no.xn--kvfjord-nxa,0,0,2,0,0,1,0,0,1,"no.kvæfjord: no.kv,æ,fjord #IDN"
no.xn--mot-tla,0,0,2,0,0,1,0,0,1,"no.åmot: no.å,mot #IDN"
no.xn--ryrvik-bya,0,0,2,0,0,1,0,0,1,"no.røyrvik: no.r,ø,yrv,ik #IDN"
no.fjell,-1,0.0146,2,1,1,3,0,1,1,"no.fjell: no.fje,ll"
no.xn--srum-gra,0,0,2,0,0,1,0,0,1,"no.sørum: no.s,ø,rum #IDN"
no.nittedal,0,0.0143,2,0,0,2,0,0,1,"no.nittedal: no.nitte,dal"
no.osteroy,0,0.0142,2,0,0,2,0,0,1,"no.osteroy: no.oster,oy"
no.stranda,0,0.0128,2,0,0,2,0,0,1,"no.stranda: no.strand,a"
no.xn--krjohka-hwab49j,0,0,2,0,0,1,0,0,1,"no.kárášjohka: no.k,á,r,áš,joh,ka #IDN"
no.fjaler,0,0.0148,2,0,0,2,0,0,1,"no.fjaler: no.fjal,er"
no.balsfjord,0,0.015,2,0,0,2,0,0,1,"no.balsfjord: no.bals,fjord"
no.xn--sknland-fxa,0,0,2,0,0,1,0,0,1,"no.skånland: no.sk,å,nla,nd #IDN"
no.fuossko,0,0,2,0,0,1,0,0,1,"no.fuossko: no.fu,oss,ko"
no.sykkylven,0,0.014,2,0,0,2,0,0,1,"no.sykkylven: no.syk,kyl,ven"
no.ovre-eiker,0,0.0129,2,0,0,2,0,0,1,"no.ovre-eiker: no.ovr,e,-,eik,er"
no.xn--nry-yla5g,0,0,2,0,0,1,0,0,1,"no.nærøy: no.n,æ,r,ø,y #IDN"
no.gamvik,0,0.0135,2,0,0,2,0,0,1,"no.gamvik: no.gam,vik"
no.snaase,0,0.0128,2,0,0,2,0,0,1,"no.snaase: no.sna,ase"
no.porsangu,0,0.0142,2,0,0,2,0,0,1,"no.porsangu: no.pors,angu"
no.xn--lhppi-xqa,0,0,2,0,0,1,0,0,1,"no.láhppi: no.l,á,hpp,i #IDN"
no.trysil,0,0.014,2,0,0,2,0,0,1,"no.trysil: no.try,sil"
no.xn--rdal-poa,0,0,2,0,0,1,0,0,1,"no.årdal: no.å,rda,l #IDN"
no.tjeldsund,0,0,2,0,0,1,0,0,1,"no.tjeldsund: no.tje,lds,und"
no.xn--jlster-bya,0,0,2,0,0,1,0,0,1,"no.jølster: no.j,ø,lst,er #IDN"
no.melhus,0,0,2,0,0,1,0,0,1,"no.melhus: no.mel,hus"
no.rahkkeravju,0,0,2,0,0,1,0,0,1,"no.rahkkeravju: no.rah,kker,avj,u"
no.arna,0,0.0137,2,0,0,2,0,0,1,"no.arna: no.arna"
no.kvitsoy,0,0.0145,2,0,0,2,0,0,1,"no.kvitsoy: no.kvi,tsoy"
no.stavanger,0,0.014,2,0,0,2,0,0,1,"no.stavanger: no.stav,anger"
no.xn--dnna-gra,0,0,2,0,0,1,0,0,1,"no.dønna: no.d,ø,nna #IDN"
no.masoy,0,0.0144,2,0,0,2,0,0,1,"no.masoy: no.mas,oy"
no.hoyanger,0,0.0134,2,0,0,2,0,0,1,"no.hoyanger: no.hoya,nge,r"
no.troandin,0,0,2,0,0,1,0,0,1,"no.troandin: no.troa,ndin"
no.osen,0,0.0142,2,0,0,2,0,0,1,"no.osen: no.osen"
no.ullensvang,0,0.014,2,0,0,2,0,0,1,"no.ullensvang: no.ull,ens,vang"
no.hedmark,0,0.0256,2,3,3,5,0,0,1,"no.hedmark: no.hed,mark"
no.hedmark.valer,0,0.0126,3,0,0,2,0,0,1,"no.hedmark.valer: no.hed,mark.vale,r|n,o.he,dma,rk.vale,r"
no.hedmark.xn--vler-qoa,0,0,3,0,0,1,0,0,1,"no.hedmark.våler: no.hed,mark.v,å,ler #IDN|n,o.he,dma,rk.v,å,ler #IDN"
no.hedmark.os,0,0.013,3,0,0,2,0,0,1,"no.hedmark.os: no.hed,mark.os|n,o.he,dma,rk.os"
no.gjerdrum,0,0.0135,2,0,0,2,0,0,1,"no.gjerdrum: no.gje,rdr,um"
no.ringerike,0,0.0141,2,0,0,2,0,0,1,"no.ringerike: no.ringer,ike"
no.krodsherad,0,0.0132,2,0,0,2,0,0,1,"no.krodsherad: no.krod,sher,ad"
no.snoasa,0,0.0141,2,0,0,2,0,0,1,"no.snoasa: no.sno,asa"
no.xn--vre-eiker-k8a,0,0,2,0,0,1,0,0,1,"no.øvre-eiker: no.ø,vre,-,eik,er #IDN"
no.sogne,0,0,2,0,0,1,0,0,1,"no.sogne: no.sogne"
no.xn--vrggt-xqad,0,0,2,0,0,1,0,0,1,"no.várggát: no.v,á,rg,g,á,t #IDN"
no.klepp,0,0.0145,2,0,0,2,0,0,1,"no.klepp: no.klep,p"
no.bamble,0,0.015,2,0,0,2,0,0,1,"no.bamble: no.bamb,le"
no.rauma,0,0.0129,2,0,0,2,0,0,1,"no.rauma: no.rauma"
no.oslo,-1,0.0447,2,3,3,7,0,3,1,"no.oslo: no.oslo"
no.oslo.gs,0,0.0169,3,0,0,2,0,0,1,"no.oslo.gs: no.oslo.gs|n,o.os,lo.gs"
no.xn--stre-toten-zcb,0,0,2,0,0,1,0,0,1,"no.østre-toten: no.ø,stre,-,tote,n #IDN"
no.romsa,0,0.0141,2,0,0,2,0,0,1,"no.romsa: no.rom,sa"
no.askvoll,0,0.0137,2,0,0,2,0,0,1,"no.askvoll: no.ask,voll"
no.bronnoysund,0,0.0137,2,0,0,2,0,0,1,"no.bronnoysund: no.bron,noys,und"
no.xn--hpmir-xqa,0,0,2,0,0,1,0,0,1,"no.hápmir: no.h,á,pmir #IDN"
no.varggat,0,0,2,0,0,1,0,0,1,"no.varggat: no.var,gga,t"
no.aukra,0,0.015,2,0,0,2,0,0,1,"no.aukra: no.auk,ra"
no.xn--sgne-gra,0,0.0126,2,0,0,2,0,0,1,"no.søgne: no.s,ø,gne #IDN"
no.tinn,0,0.014,2,0,0,2,0,0,1,"no.tinn: no.tin,n"
no.kvanangen,0,0.0145,2,0,0,2,0,0,1,"no.kvanangen: no.kva,nang,en"
no.radoy,0,0,2,0,0,1,0,0,1,"no.radoy: no.rado,y"
no.rakkestad,0,0.0152,2,0,0,2,0,0,1,"no.rakkestad: no.rakk,esta,d"
no.storfjord,0,0.014,2,0,0,2,0,0,1,"no.storfjord: no.stor,fjord"
no.xn--krehamn-dxa,0,0,2,0,0,1,0,0,1,"no.åkrehamn: no.å,kre,ham,n #IDN"
no.voss,0,0.0139,2,0,0,2,0,0,1,"no.voss: no.voss"
no.time,0,0.0161,2,0,0,2,0,0,1,"no.time: no.time"
no.vegarshei,0,0.0126,2,0,0,2,0,0,1,"no.vegarshei: no.vega,rshe,i"
no.midsund,0,0.0144,2,0,0,2,0,0,1,"no.midsund: no.mid,sund"
no.xn--brnnysund-m8ac,0,0,2,0,0,1,0,0,1,"no.brønnøysund: no.br,ø,nn,ø,ysu,nd #IDN"
no.hamaroy,0,0.0146,2,0,0,2,0,0,1,"no.hamaroy: no.hama,roy"
no.naamesjevuemie,0,0.0131,2,0,0,2,0,0,1,"no.naamesjevuemie: no.naam,esj,evue,mie"
no.xn--frna-woa,0,0,2,0,0,1,0,0,1,"no.fræna: no.fr,æ,na #IDN"
no.kafjord,0,0.0133,2,0,0,2,0,0,1,"no.kafjord: no.kaf,jord"
no.halden,0,0.0147,2,0,0,2,0,0,1,"no.halden: no.hald,en"
no.oksnes,0,0,2,0,0,1,0,0,1,"no.oksnes: no.oks,nes"
no.lillesand,0,0.0132,2,0,0,2,0,0,1,"no.lillesand: no.lille,sand"
no.egersund,0,0.0135,2,0,0,2,0,0,1,"no.egersund: no.ege,rsund"
no.xn--rlingen-mxa,0,0,2,0,0,1,0,0,1,"no.rælingen: no.r,æ,ling,en #IDN"
no.hurum,0,0.0134,2,0,0,2,0,0,1,"no.hurum: no.huru,m"
no.xn--leagaviika-52b,0,0,2,0,0,1,0,0,1,"no.leaŋgaviika: no.lea,ŋ,gavi,ika #IDN"
no.rennesoy,0,0.0142,2,0,0,2,0,0,1,"no.rennesoy: no.rennes,oy"
no.brumunddal,0,0.0149,2,0,0,2,0,0,1,"no.brumunddal: no.brum,undd,al"
no.xn--trgstad-r1a,0,0,2,0,0,1,0,0,1,"no.trøgstad: no.tr,ø,gsta,d #IDN"
no.xn--rros-gra,0,0,2,0,0,1,0,0,1,"no.røros: no.r,ø,ros #IDN"
no.buskerud,0,0.0131,2,1,1,2,0,0,1,"no.buskerud: no.busker,ud"
no.buskerud.nes,0,0.0131,3,0,0,2,0,0,1,"no.buskerud.nes: no.busker,ud.nes|n,o.busk,erud.nes"
no.trana,0,0.0127,2,0,0,2,0,0,1,"no.trana: no.tran,a"
no.hareid,0,0.0146,2,0,0,2,0,0,1,"no.hareid: no.hare,id"
no.xn--avery-yua,0,0,2,0,0,1,0,0,1,"no.averøy: no.aver,ø,y #IDN"
no.lyngdal,0,0.0144,2,0,0,2,0,0,1,"no.lyngdal: no.lyngdal"
no.snillfjord,0,0,2,0,0,1,0,0,1,"no.snillfjord: no.sni,ll,fjord"
no.ballangen,0,0.015,2,0,0,2,0,0,1,"no.ballangen: no.balla,nge,n"
no.horten,0,0.0146,2,0,0,2,0,0,1,"no.horten: no.hort,en"
no.hof,0,0.0146,2,0,0,2,0,0,1,"no.hof: no.hof"
no.leksvik,0,0,2,0,0,1,0,0,1,"no.leksvik: no.leks,vik"
no.hol,0,0.0134,2,0,0,2,0,0,1,"no.hol: no.hol"
no.xn--smla-hra,0,0,2,0,0,1,0,0,1,"no.smøla: no.sm,ø,la #IDN"
no.lierne,0,0.0144,2,0,0,2,0,0,1,"no.lierne: no.lier,ne"
no.saltdal,0,0.0129,2,0,0,2,0,0,1,"no.saltdal: no.salt,dal"
no.berlevag,0,0.0149,2,0,0,2,0,0,1,"no.berlevag: no.berle,vag"
no.barum,0,0.015,2,0,0,2,0,0,1,"no.barum: no.baru,m"
no.xn--s-1fa,0,0,2,0,0,1,0,0,1,"no.ås: no.å,s #IDN"
no.royrvik,0,0.0141,2,0,0,2,0,0,1,"no.royrvik: no.roy,rvi,k"
no.moskenes,0,0.0131,2,0,0,2,0,0,1,"no.moskenes: no.mosk,enes"
no.xn--jrpeland-54a,0,0,2,0,0,1,0,0,1,"no.jørpeland: no.j,ø,rpe,land #IDN"
no.sandoy,0,0.0129,2,0,0,2,0,0,1,"no.sandoy: no.sand,oy"
no.tana,0,0.0151,2,0,0,2,0,0,1,"no.tana: no.tana"
no.sola,0,0,2,0,0,1,0,0,1,"no.sola: no.sola"
no.xn--tnsberg-q1a,0,0,2,0,0,1,0,0,1,"no.tønsberg: no.t,ø,nsbe,rg #IDN"
no.hole,0,0.0134,2,0,0,2,0,0,1,"no.hole: no.hole"
no.nore-og-uvdal,0,0,2,0,0,1,0,0,1,"no.nore-og-uvdal: no.nor,e,-,og,-,uv,dal"
no.navuotna,0,0.0143,2,0,0,2,0,0,1,"no.navuotna: no.nav,uot,na"
no.xn--vg-yiab,0,0,2,0,0,1,0,0,1,"no.vågå: no.v,å,g,å #IDN"
no.xn--rst-0na,0,0,2,0,0,1,0,0,1,"no.røst: no.r,ø,st #IDN"
no.xn--ystre-slidre-ujb,0,0,2,0,0,1,0,0,1,"no.øystre-slidre: no.ø,yst,re,-,slid,re #IDN"
no.lindas,0,0.0144,2,0,0,2,0,0,1,"no.lindas: no.linda,s"
no.xn--dyry-ira,0,0.0126,2,0,0,2,0,0,1,"no.dyrøy: no.dyr,ø,y #IDN"
no.xn--bearalvhki-y4a,0,0,2,0,0,1,0,0,1,"no.bearalváhki: no.bear,alv,á,hki #IDN"
no.vestre-slidre,0,0.0139,2,0,0,2,0,0,1,"no.vestre-slidre: no.vest,re,-,slid,re"
no.lillehammer,0,0.0159,2,0,0,2,0,0,1,"no.lillehammer: no.lillehammer"
no.gjovik,0,0.0163,2,0,0,2,0,0,1,"no.gjovik: no.gjo,vik"
no.xn--mre-og-romsdal-qqb,0,0,2,2,2,2,0,0,1,"no.møre-og-romsdal: no.m,ø,re,-,og,-,rom,sdal #IDN"
no.xn--mre-og-romsdal-qqb.sande,0,0,3,0,0,1,0,0,1,"no.møre-og-romsdal.sande: no.m,ø,re,-,og,-,rom,sdal.sand,e #IDN|n,o.m,ø,re,-,og,-,r,oms,dal.sand,e #IDN"
no.xn--mre-og-romsdal-qqb.xn--hery-ira,0,0,3,0,0,1,0,0,1,"no.møre-og-romsdal.herøy: no.m,ø,re,-,og,-,rom,sdal.her,ø,y #IDN|n,o.m,ø,re,-,og,-,r,oms,dal.her,ø,y #IDN"
no.galsa,0,0.0147,2,0,0,2,0,0,1,"no.galsa: no.gals,a"
no.xn--btsfjord-9za,0,0.0139,2,0,0,2,0,0,1,"no.båtsfjord: no.b,å,tsf,jord #IDN"
no.naustdal,0,0.0143,2,0,0,2,0,0,1,"no.naustdal: no.naus,tda,l"
no.xn--srfold-bya,0,0,2,0,0,1,0,0,1,"no.sørfold: no.s,ø,rfo,ld #IDN"
no.lindesnes,0,0.0144,2,0,0,2,0,0,1,"no.lindesnes: no.lind,esne,s"
no.xn--merker-kua,0,0,2,0,0,1,0,0,1,"no.meråker: no.mer,å,ker #IDN"
no.berg,0,0.015,2,0,0,2,0,0,1,"no.berg: no.berg"
no.lunner,0,0.0144,2,0,0,2,0,0,1,"no.lunner: no.lunn,er"
no.vadso,0,0.0139,2,0,0,2,0,0,1,"no.vadso: no.vads,o"
no.luroy,0,0.0132,2,0,0,2,0,0,1,"no.luroy: no.lur,oy"
no.sor-odal,0,0.0141,2,0,0,2,0,0,1,"no.sor-odal: no.sor,-,odal"
no.stavern,0,0.014,2,0,0,2,0,0,1,"no.stavern: no.stave,rn"
no.orland,0,0.013,2,0,0,2,0,0,1,"no.orland: no.orla,nd"
no.xn--sknit-yqa,0,0,2,0,0,1,0,0,1,"no.skánit: no.sk,á,nit #IDN"
no.gaular,0,0.0135,2,0,0,2,0,0,1,"no.gaular: no.gaul,ar"
no.xn--krager-gya,0,0,2,0,0,1,0,0,1,"no.kragerø: no.krag,er,ø #IDN"
no.notteroy,0,0.0142,2,0,0,2,0,0,1,"no.notteroy: no.notte,roy"
no.marnardal,0,0.0132,2,0,0,2,0,0,1,"no.marnardal: no.marn,arda,l"
no.hagebostad,0,0.0147,2,0,0,2,0,0,1,"no.hagebostad: no.hage,bost,ad"
no.xn--stjrdal-s1a,0,0.0126,2,0,0,2,0,0,1,"no.stjørdal: no.stj,ø,rda,l #IDN"
no.notodden,0,0.0143,2,0,0,2,0,0,1,"no.notodden: no.noto,dden"
no.kongsvinger,0,0.0145,2,0,0,2,0,0,1,"no.kongsvinger: no.kongs,ving,er"
no.kristiansund,0,0.0132,2,0,0,2,0,0,1,"no.kristiansund: no.kristi,ans,und"
no.xn--rhkkervju-01af,0,0,2,0,0,1,0,0,1,"no.ráhkkerávju: no.r,á,hk,ker,á,vj,u #IDN"
no.sandefjord,0,0.0141,2,0,0,2,0,0,1,"no.sandefjord: no.sand,ef,jord"
no.fredrikstad,0,0.0155,2,0,0,2,0,0,1,"no.fredrikstad: no.fredriks,tad"
no.eigersund,0,0.0148,2,0,0,2,0,0,1,"no.eigersund: no.eige,rsund"
no.rissa,0,0.0129,2,0,0,2,0,0,1,"no.rissa: no.rissa"
no.honefoss,0,0.0146,2,0,0,2,0,0,1,"no.honefoss: no.hone,foss"
no.frei,0,0.0148,2,0,0,2,0,0,1,"no.frei: no.frei"
no.aarborte,0,0,2,0,0,1,0,0,1,"no.aarborte: no.aar,bort,e"
no.hattfjelldal,0,0.0146,2,0,0,2,0,0,1,"no.hattfjelldal: no.hat,tfj,ell,dal"
no.xn--nttery-byae,0,0,2,0,0,1,0,0,1,"no.nøtterøy: no.n,ø,tter,ø,y #IDN"
no.xn--risa-5na,0,0,2,0,0,1,0,0,1,"no.ráisa: no.r,á,isa #IDN"
no.skodje,0,0.0128,2,0,0,2,0,0,1,"no.skodje: no.skod,je"
no.loabat,0,0.0144,2,0,0,2,0,0,1,"no.loabat: no.loa,bat"
no.xn--trna-woa,0,0,2,0,0,1,0,0,1,"no.træna: no.tr,æ,na #IDN"
no.sor-fron,0,0.0128,2,0,0,2,0,0,1,"no.sor-fron: no.sor,-,fro,n"
no.xn--fl-zia,0,0,2,0,0,1,0,0,1,"no.flå: no.fl,å #IDN"
no.lesja,0,0,2,0,0,1,0,0,1,"no.lesja: no.lesj,a"
no.tvedestrand,0,0.014,2,0,0,2,0,0,1,"no.tvedestrand: no.tved,estra,nd"
no.valle,0,0,2,0,0,1,0,0,1,"no.valle: no.valle"
no.leirvik,0,0.0144,2,0,0,2,0,0,1,"no.leirvik: no.lei,rvi,k"
no.vossevangen,0,0.0126,2,0,0,2,0,0,1,"no.vossevangen: no.voss,evan,gen"
no.alaheadju,0,0.0138,2,0,0,2,0,0,1,"no.alaheadju: no.alah,ead,ju"
no.spjelkavik,0,0.0141,2,0,0,2,0,0,1,"no.spjelkavik: no.spj,elka,vik"
no.bjugn,0,0.0149,2,0,0,2,0,0,1,"no.bjugn: no.bju,gn"
no.forsand,0,0.0148,2,0,0,2,0,0,1,"no.forsand: no.forsa,nd"
no.rodoy,0,0.0141,2,0,0,2,0,0,1,"no.rodoy: no.rodo,y"
no.karmoy,0,0.0145,2,0,0,2,0,0,1,"no.karmoy: no.kar,moy"
no.rindal,0,0.0142,2,0,0,2,0,0,1,"no.rindal: no.rind,al"
no.drobak,0,0.0148,2,0,0,2,0,0,1,"no.drobak: no.drob,ak"
no.solund,0,0.0128,2,0,0,2,0,0,1,"no.solund: no.solu,nd"
no.loppa,0,0.0144,2,0,0,2,0,0,1,"no.loppa: no.lopp,a"
no.narvik,0,0.0131,2,0,0,2,0,0,1,"no.narvik: no.narv,ik"
no.cahcesuolo,0,0.0136,2,0,0,2,0,0,1,"no.cahcesuolo: no.cah,cesu,olo"
no.lebesby,0,0.0144,2,0,0,2,0,0,1,"no.lebesby: no.lebe,sby"
no.hyllestad,0,0.0146,2,0,0,2,0,0,1,"no.hyllestad: no.hyl,lest,ad"
no.bindal,0,0.0137,2,0,0,2,0,0,1,"no.bindal: no.bind,al"
no.sorum,0,0.0141,2,0,0,2,0,0,1,"no.sorum: no.soru,m"
no.ruovat,0,0.0129,2,0,0,2,0,0,1,"no.ruovat: no.ruo,vat"
no.ardal,0,0.0138,2,0,0,2,0,0,1,"no.ardal: no.arda,l"
no.kvinnherad,0,0.0132,2,0,0,2,0,0,1,"no.kvinnherad: no.kvin,nher,ad"
no.xn--gls-elac,0,0,2,0,0,1,0,0,1,"no.gálsá: no.g,á,ls,á #IDN"
no.xn--rde-ula,0,0.0126,2,0,0,2,0,0,1,"no.råde: no.r,å,de #IDN"
no.xn--moreke-jua,0,0,2,0,0,1,0,0,1,"no.moåreke: no.mo,å,rek,e #IDN"
no.drangedal,0,0.0136,2,0,0,2,0,0,1,"no.drangedal: no.dran,geda,l"
no.mandal,0,0.0132,2,0,0,2,0,0,1,"no.mandal: no.manda,l"
no.ulvik,0,0.0127,2,0,0,2,0,0,1,"no.ulvik: no.ulv,ik"
no.larvik,0,0.0154,2,0,0,2,0,0,1,"no.larvik: no.larv,ik"
no.frogn,0,0.0147,2,0,0,2,0,0,1,"no.frogn: no.frog,n"
no.bergen,0,0.0149,2,0,0,2,0,0,1,"no.bergen: no.bergen"
no.tysnes,0,0.0127,2,0,0,2,0,0,1,"no.tysnes: no.tys,nes"
no.matta-varjjat,0,0.0131,2,0,0,2,0,0,1,"no.matta-varjjat: no.matt,a,-,var,jja,t"
no.xn--asky-ira,0,0,2,0,0,1,0,0,1,"no.askøy: no.ask,ø,y #IDN"
no.midtre-gauldal,0,0.0131,2,0,0,2,0,0,1,"no.midtre-gauldal: no.mid,tre,-,gaul,dal"
no.gratangen,0,0.0147,2,0,0,2,0,0,1,"no.gratangen: no.grat,ange,n"
no.malselv,0,0.0132,2,0,0,2,0,0,1,"no.malselv: no.mals,elv"
no.odda,0,0.0142,2,0,0,2,0,0,1,"no.odda: no.odd,a"
no.luster,0,0.0144,2,0,0,2,0,0,1,"no.luster: no.luster"
no.hemne,-1,0.0145,2,1,1,3,0,1,1,"no.hemne: no.hem,ne"
no.modalen,0,0.0143,2,0,0,2,0,0,1,"no.modalen: no.modal,en"
no.xn--mtta-vrjjat-k7af,0,0,2,0,0,1,0,0,1,"no.mátta-várjjat: no.m,á,tta,-,v,á,rj,jat #IDN"
no.haram,0,0,2,0,0,1,0,0,1,"no.haram: no.hara,m"
no.steigen,0,0.0128,2,0,0,2,0,0,1,"no.steigen: no.stei,gen"
no.nord-odal,0,0,2,0,0,1,0,0,1,"no.nord-odal: no.nord,-,odal"
no.xn--slat-5na,0,0,2,0,0,1,0,0,1,"no.sálat: no.s,á,lat #IDN"
no.davvenjarga,0,0.0149,2,0,0,2,0,0,1,"no.davvenjarga: no.dav,venja,rga"
no.austevoll,0,0.015,2,0,0,2,0,0,1,"no.austevoll: no.aust,evo,ll"
no.kvafjord,0,0.0145,2,0,0,2,0,0,1,"no.kvafjord: no.kva,fjord"
no.loten,0,0,2,0,0,1,0,0,1,"no.loten: no.lote,n"
no.folldal,0,0,2,0,0,1,0,0,1,"no.folldal: no.foll,dal"
no.bodo,0,0.0156,2,0,0,2,0,0,1,"no.bodo: no.bodo"
